5.5808046e-06,1.4171801e-06,8.248624e-06,-1.7960701,-1.3888855,-0.23437569,-1.6453211,-0.8472707,0.12595743,-1.2445972,-0.12415458,0.36426646,-0.58918846,0.5588846,0.3834681,-1.2976354,-2.753337,-0.93118584,-1.100046,-2.4226997,-0.6228795,-0.8507796,-1.9696778,-0.24479957,-0.6581016,-1.1376367,0.09254366,-0.7819602,-3.345952,-1.447171,-0.54098034,-2.7800214,-1.05495,-0.33326697,-2.1147914,-0.6401268,-0.19737804,-1.1900617,-0.2637751,-0.2866311,-2.9128857,-1.8341246,-0.06678358,-2.4018447,-1.3989103,0.12658125,-1.8532115,-0.9594385,0.18002635,-1.0294983,-0.5585743,0.19337726,-1.9141405,-2.0601006,0.3859328,-1.6170545,-1.6531222,0.4936205,-1.3462662,-1.3522038,0.5675516,-0.62351733,-0.85435903
5.5808046e-06,1.4171801e-06,8.248624e-06,-1.7960701,-1.3888855,-0.23437569,-1.6453211,-0.8472707,0.12595743,-1.2445972,-0.12415458,0.36426646,-0.58918846,0.5588846,0.3834681,-1.2976354,-2.753337,-0.93118584,-1.100046,-2.4226997,-0.6228795,-0.8507796,-1.9696778,-0.24479957,-0.6581016,-1.1376367,0.09254366,-0.7819602,-3.345952,-1.447171,-0.54098034,-2.7800214,-1.05495,-0.33326697,-2.1147914,-0.6401268,-0.19737804,-1.1900617,-0.2637751,-0.2866311,-2.9128857,-1.8341246,-0.06678358,-2.4018447,-1.3989103,0.12658125,-1.8532115,-0.9594385,0.18002635,-1.0294983,-0.5585743,0.19337726,-1.9141405,-2.0601006,0.3859328,-1.6170545,-1.6531222,0.4936205,-1.3462662,-1.3522038,0.5675516,-0.62351733,-0.85435903
5.50645e-06,1.5999501e-06,8.484644e-06,-1.8086526,-1.4138374,-0.20495117,-1.6539712,-0.8596499,0.1315983,-1.2577701,-0.12595811,0.35474643,-0.6026913,0.56594115,0.36310005,-1.2681549,-2.8309155,-0.8764197,-1.0743827,-2.46891,-0.5736718,-0.832553,-1.9931722,-0.20723532,-0.65304047,-1.1480294,0.11227578,-0.7386732,-3.3891015,-1.3718936,-0.5087882,-2.8086998,-0.99339515,-0.31084374,-2.1382005,-0.5949801,-0.18571548,-1.2046568,-0.24096143,-0.24335569,-2.96258,-1.7693471,-0.034178436,-2.4336674,-1.3450478,0.14924675,-1.8730206,-0.9183117,0.19355258,-1.0451543,-0.53796786,0.23199713,-1.9679376,-2.020042,0.4139225,-1.654016,-1.6206702,0.5162454,-1.3769895,-1.327073,0.5798088,-0.64200866,-0.8439801
5.8624196e-06,1.5339872e-06,8.745597e-06,-1.7874463,-1.4638274,-0.16147411,-1.6318836,-0.908729,0.17298073,-1.2448809,-0.16311063,0.39869484,-0.60271883,0.5514782,0.3958114,-1.2566496,-2.867084,-0.89132464,-1.0553422,-2.500587,-0.5848336,-0.8052431,-2.018417,-0.2141156,-0.63216436,-1.1686009,0.114248306,-0.7298692,-3.4022112,-1.4110284,-0.49598676,-2.8151217,-1.0280335,-0.29465985,-2.1437516,-0.62315524,-0.17476726,-1.2100036,-0.2590474,-0.2600947,-2.9503675,-1.8223709,-0.043877482,-2.4234273,-1.3934464,0.14648488,-1.8626047,-0.9619819,0.1910701,-1.03689,-0.5686321,0.1827637,-1.9402564,-2.0756,0.37579083,-1.6286439,-1.6754477,0.48747587,-1.3539271,-1.3804228,0.55868506,-0.620653,-0.884499
6.0176394e-06,1.2844935e-06,8.609386e-06,-1.7769134,-1.5014505,-0.15532446,-1.618042,-0.9513268,0.18893707,-1.2379267,-0.20465468,0.42516297,-0.6087901,0.5265142,0.42700642,-1.2156413,-2.8855202,-0.9328759,-1.0125204,-2.514325,-0.6248257,-0.7633438,-2.0336134,-0.24880514,-0.60085166,-1.1917226,0.098059475,-0.68622017,-3.3914223,-1.4876428,-0.453876,-2.8046393,-1.0931338,-0.2582867,-2.1355546,-0.6755593,-0.15205182,-1.2105302,-0.29069582,-0.23828807,-2.928019,-1.9097594,-0.020741224,-2.3945131,-1.4647789,0.16786663,-1.8322489,-1.018914,0.20022053,-1.0181118,-0.6065564,0.17546833,-1.8886029,-2.1476882,0.37177223,-1.5754387,-1.7388483,0.48207355,-1.3032031,-1.4394189,0.547654,-0.5834073,-0.92377865
6.1828123e-06,1.2106186e-06,8.311443e-06,-1.7839122,-1.4661652,-0.16318136,-1.6181109,-0.92595816,0.19706345,-1.2248942,-0.19036011,0.43901747,-0.5888845,0.5270797,0.4444926,-1.2701473,-2.8188617,-0.9744122,-1.0595603,-2.4686003,-0.6607281,-0.80018854,-2.0077682,-0.27773088,-0.6187657,-1.1755496,0.085414335,-0.7666454,-3.3299987,-1.5411861,-0.5190919,-2.7653723,-1.1399673,-0.30606627,-2.111963,-0.711327,-0.17693458,-1.1974329,-0.30662116,-0.31661338,-2.8743548,-1.950972,-0.08247581,-2.3622897,-1.502041,0.12196146,-1.8157406,-1.0496325,0.17546877,-1.0075186,-0.6211649,0.11511177,-1.8492604,-2.1686106,0.32403,-1.549171,-1.756247,0.4430799,-1.2849456,-1.4543418,0.52831256,-0.574168,-0.93037325
6.158735e-06,1.1434097e-06,8.373165e-06,-1.7719505,-1.4547851,-0.19015968,-1.6150805,-0.91975087,0.17808479,-1.2238493,-0.18479578,0.42820105,-0.58688986,0.5297711,0.4404884,-1.2771101,-2.8034697,-0.98633313,-1.0678258,-2.45852,-0.66989887,-0.80924785,-1.9999198,-0.28433788,-0.6266134,-1.1688269,0.07949803,-0.7709198,-3.3292785,-1.5477211,-0.52497137,-2.764119,-1.1441741,-0.3132424,-2.1070805,-0.7136269,-0.18284594,-1.1935511,-0.30845997,-0.31768632,-2.8708975,-1.9524069,-0.08489713,-2.3614922,-1.5021871,0.118481904,-1.8168377,-1.0486616,0.17297138,-1.0064396,-0.61954314,0.116089106,-1.8491281,-2.1654627,0.32461625,-1.5518295,-1.7516292,0.44463968,-1.2883807,-1.4479438,0.53096145,-0.576093,-0.9243628
6.087197e-06,1.2554171e-06,8.270489e-06,-1.7633016,-1.4862918,-0.16735378,-1.6073191,-0.9434993,0.19255608,-1.2244842,-0.20237485,0.4315205,-0.59782517,0.5225487,0.4360357,-1.2262061,-2.8377512,-0.9445839,-1.0211437,-2.4844818,-0.63565683,-0.7701771,-2.0171096,-0.25789723,-0.60140204,-1.1817136,0.094616726,-0.70954376,-3.362603,-1.5083286,-0.47199178,-2.7874093,-1.1108905,-0.27135986,-2.1203241,-0.6885827,-0.15834843,-1.2010115,-0.29507276,-0.26569894,-2.9060712,-1.9254714,-0.040296033,-2.3813818,-1.4784257,0.1548442,-1.8237791,-1.0285847,0.19210051,-1.0095426,-0.60979784,0.14973581,-1.8721913,-2.1520295,0.35408372,-1.562805,-1.7392492,0.46784163,-1.2922244,-1.4382225,0.53957015,-0.5752996,-0.92171955
5.895488e-06,1.3941433e-06,8.421208e-06,-1.8016472,-1.4567893,-0.1647579,-1.6395867,-0.9054292,0.17694706,-1.2456341,-0.16455473,0.40435,-0.60134566,0.54744476,0.4043495,-1.2586496,-2.867595,-0.89859474,-1.0546451,-2.4977505,-0.5937429,-0.8048857,-2.0163689,-0.22431822,-0.62999207,-1.1705045,0.108322315,-0.73454213,-3.4047384,-1.4361514,-0.49695575,-2.8156993,-1.0477908,-0.29460087,-2.1394863,-0.63840973,-0.17530778,-1.2083833,-0.26911125,-0.26748285,-2.9585607,-1.8542715,-0.045877278,-2.4220812,-1.4165223,0.14603353,-1.8554204,-0.9773372,0.18801132,-1.0315708,-0.5797651,0.17643082,-1.9337511,-2.1014109,0.37238574,-1.6177846,-1.6927657,0.4822259,-1.3410184,-1.3954499,0.55306846,-0.61151993,-0.8950541
5.9081913e-06,1.2120345e-06,8.33077e-06,-1.8002033,-1.4428687,-0.1947771,-1.636269,-0.9020065,0.16254538,-1.2403471,-0.17021465,0.40625617,-0.5953674,0.53782535,0.42119843,-1.2720511,-2.8175976,-0.9692584,-1.0672518,-2.4640276,-0.6566164,-0.8141043,-2.0003011,-0.27498794,-0.63273305,-1.1673442,0.08109845,-0.7553972,-3.3438253,-1.5184051,-0.5145402,-2.7737699,-1.1183472,-0.3075331,-2.1157372,-0.69328576,-0.18073374,-1.1979903,-0.29793537,-0.28725746,-2.8959987,-1.9218132,-0.06256536,-2.376768,-1.4745344,0.13354866,-1.8265722,-1.0236952,0.18197106,-1.0153097,-0.60445565,0.162121,-1.8735088,-2.142387,0.3600805,-1.5704583,-1.7291627,0.47174984,-1.3034798,-1.4264292,0.54747033,-0.5893995,-0.9084612
